environment,convertible_cost_usd,gb_month_low,gb_month_high
DEV,0.78095989566,32.5399956525,52.063993044
HUB,419.308293394872,15151.3407513405,25302.6426376248
PROD,3293.251753037526,56634.809323019814,118388.6347504736
QA,1076.237539359192,21972.5079721707,45525.9200639208
